Jahreszeit;Tagestyp;Zeit von;Zeit bis;Wert;;Jahreszeit;Tagestyp;Zeit von;Zeit bis;Wert;;Jahreszeit;Tagestyp;Zeit von;Zeit bis;Wert
Sommer;Samstag;08:30;08:45;0.07;;Übergangszeit;Samstag;08:30;08:45;0.069;;Winter;Samstag;08:30;08:45;0.072
Sommer;Samstag;08:45;09:00;0.074;;Übergangszeit;Samstag;08:45;09:00;0.073;;Winter;Samstag;08:45;09:00;0.075
Sommer;Samstag;09:00;09:15;0.079;;Übergangszeit;Samstag;09:00;09:15;0.078;;Winter;Samstag;09:00;09:15;0.077
Sommer;Samstag;09:15;09:30;0.085;;Übergangszeit;Samstag;09:15;09:30;0.085;;Winter;Samstag;09:15;09:30;0.081
Sommer;Samstag;09:30;09:45;0.092;;Übergangszeit;Samstag;09:30;09:45;0.094;;Winter;Samstag;09:30;09:45;0.087
Sommer;Samstag;09:45;10:00;0.1;;Übergangszeit;Samstag;09:45;10:00;0.104;;Winter;Samstag;09:45;10:00;0.097
Sommer;Samstag;10:00;10:15;0.11;;Übergangszeit;Samstag;10:00;10:15;0.115;;Winter;Samstag;10:00;10:15;0.112
Sommer;Samstag;10:15;10:30;0.12;;Übergangszeit;Samstag;10:15;10:30;0.126;;Winter;Samstag;10:15;10:30;0.131
Sommer;Samstag;10:30;10:45;0.13;;Übergangszeit;Samstag;10:30;10:45;0.136;;Winter;Samstag;10:30;10:45;0.15
Sommer;Samstag;10:45;11:00;0.137;;Übergangszeit;Samstag;10:45;11:00;0.146;;Winter;Samstag;10:45;11:00;0.166
Sommer;Samstag;11:00;11:15;0.143;;Übergangszeit;Samstag;11:00;11:15;0.152;;Winter;Samstag;11:00;11:15;0.178
Sommer;Samstag;11:15;11:30;0.146;;Übergangszeit;Samstag;11:15;11:30;0.157;;Winter;Samstag;11:15;11:30;0.185
Sommer;Samstag;11:30;11:45;0.147;;Übergangszeit;Samstag;11:30;11:45;0.16;;Winter;Samstag;11:30;11:45;0.188
Sommer;Samstag;11:45;12:00;0.148;;Übergangszeit;Samstag;11:45;12:00;0.162;;Winter;Samstag;11:45;12:00;0.188
Sommer;Samstag;12:00;12:15;0.148;;Übergangszeit;Samstag;12:00;12:15;0.162;;Winter;Samstag;12:00;12:15;0.187
Sommer;Samstag;12:15;12:30;0.147;;Übergangszeit;Samstag;12:15;12:30;0.162;;Winter;Samstag;12:15;12:30;0.184
Sommer;Samstag;12:30;12:45;0.146;;Übergangszeit;Samstag;12:30;12:45;0.161;;Winter;Samstag;12:30;12:45;0.181
Sommer;Samstag;12:45;13:00;0.144;;Übergangszeit;Samstag;12:45;13:00;0.161;;Winter;Samstag;12:45;13:00;0.179
Sommer;Samstag;13:00;13:15;0.143;;Übergangszeit;Samstag;13:00;13:15;0.16;;Winter;Samstag;13:00;13:15;0.178
Sommer;Samstag;13:15;13:30;0.142;;Übergangszeit;Samstag;13:15;13:30;0.161;;Winter;Samstag;13:15;13:30;0.177
Sommer;Samstag;13:30;13:45;0.142;;Übergangszeit;Samstag;13:30;13:45;0.162;;Winter;Samstag;13:30;13:45;0.177
Sommer;Samstag;13:45;14:00;0.144;;Übergangszeit;Samstag;13:45;14:00;0.164;;Winter;Samstag;13:45;14:00;0.178
Sommer;Samstag;14:00;14:15;0.148;;Übergangszeit;Samstag;14:00;14:15;0.167;;Winter;Samstag;14:00;14:15;0.179
Sommer;Samstag;14:15;14:30;0.154;;Übergangszeit;Samstag;14:15;14:30;0.171;;Winter;Samstag;14:15;14:30;0.18
Sommer;Samstag;14:30;14:45;0.161;;Übergangszeit;Samstag;14:30;14:45;0.175;;Winter;Samstag;14:30;14:45;0.181
Sommer;Samstag;14:45;15:00;0.167;;Übergangszeit;Samstag;14:45;15:00;0.178;;Winter;Samstag;14:45;15:00;0.182
Sommer;Samstag;15:00;15:15;0.174;;Übergangszeit;Samstag;15:00;15:15;0.18;;Winter;Samstag;15:00;15:15;0.184
Sommer;Samstag;15:15;15:30;0.179;;Übergangszeit;Samstag;15:15;15:30;0.181;;Winter;Samstag;15:15;15:30;0.185
Sommer;Samstag;15:30;15:45;0.183;;Übergangszeit;Samstag;15:30;15:45;0.182;;Winter;Samstag;15:30;15:45;0.186
Sommer;Samstag;15:45;16:00;0.185;;Übergangszeit;Samstag;15:45;16:00;0.181;;Winter;Samstag;15:45;16:00;0.186
Sommer;Samstag;16:00;16:15;0.184;;Übergangszeit;Samstag;16:00;16:15;0.181;;Winter;Samstag;16:00;16:15;0.186
Sommer;Samstag;16:15;16:30;0.182;;Übergangszeit;Samstag;16:15;16:30;0.18;;Winter;Samstag;16:15;16:30;0.187
Sommer;Samstag;16:30;16:45;0.18;;Übergangszeit;Samstag;16:30;16:45;0.182;;Winter;Samstag;16:30;16:45;0.19
Sommer;Samstag;16:45;17:00;0.179;;Übergangszeit;Samstag;16:45;17:00;0.185;;Winter;Samstag;16:45;17:00;0.196
Sommer;Samstag;17:00;17:15;0.18;;Übergangszeit;Samstag;17:00;17:15;0.191;;Winter;Samstag;17:00;17:15;0.207
Sommer;Samstag;17:15;17:30;0.184;;Übergangszeit;Samstag;17:15;17:30;0.199;;Winter;Samstag;17:15;17:30;0.221
Sommer;Samstag;17:30;17:45;0.189;;Übergangszeit;Samstag;17:30;17:45;0.209;;Winter;Samstag;17:30;17:45;0.236
Sommer;Samstag;17:45;18:00;0.196;;Übergangszeit;Samstag;17:45;18:00;0.219;;Winter;Samstag;17:45;18:00;0.252
Sommer;Samstag;18:00;18:15;0.205;;Übergangszeit;Samstag;18:00;18:15;0.23;;Winter;Samstag;18:00;18:15;0.266
Sommer;Samstag;18:15;18:30;0.213;;Übergangszeit;Samstag;18:15;18:30;0.241;;Winter;Samstag;18:15;18:30;0.278
Sommer;Samstag;18:30;18:45;0.222;;Übergangszeit;Samstag;18:30;18:45;0.25;;Winter;Samstag;18:30;18:45;0.288
Sommer;Samstag;18:45;19:00;0.229;;Übergangszeit;Samstag;18:45;19:00;0.259;;Winter;Samstag;18:45;19:00;0.294
Sommer;Samstag;19:00;19:15;0.234;;Übergangszeit;Samstag;19:00;19:15;0.265;;Winter;Samstag;19:00;19:15;0.298
Sommer;Samstag;19:15;19:30;0.236;;Übergangszeit;Samstag;19:15;19:30;0.27;;Winter;Samstag;19:15;19:30;0.299
Sommer;Samstag;19:30;19:45;0.237;;Übergangszeit;Samstag;19:30;19:45;0.272;;Winter;Samstag;19:30;19:45;0.296
Sommer;Samstag;19:45;20:00;0.237;;Übergangszeit;Samstag;19:45;20:00;0.271;;Winter;Samstag;19:45;20:00;0.291
Sommer;Samstag;20:00;20:15;0.235;;Übergangszeit;Samstag;20:00;20:15;0.268;;Winter;Samstag;20:00;20:15;0.283
Sommer;Samstag;20:15;20:30;0.231;;Übergangszeit;Samstag;20:15;20:30;0.263;;Winter;Samstag;20:15;20:30;0.273
Sommer;Samstag;20:30;20:45;0.226;;Übergangszeit;Samstag;20:30;20:45;0.256;;Winter;Samstag;20:30;20:45;0.263
Sommer;Samstag;20:45;21:00;0.221;;Übergangszeit;Samstag;20:45;21:00;0.248;;Winter;Samstag;20:45;21:00;0.252
